Likes,Dislikes,Views,Comments,Title,Category_id,Date,Tags
73,3,2072,16,"Màn ""cướp hit"" của Diva Thanh Lam trong Cuộc hẹn cuối tuần | VTV24",Entertainment,2021-08-29T01:47:27Z,"['VTV Digital', 'tin tức trong ngày', 'chuyển động 24h', 'Màn cướp hit', 'của', 'Diva', 'Thanh', 'Lam', 'trong', 'Cuộc', 'hẹn', 'cuối', 'tuần', 'cướp hit', 'Diva Thanh Lam', 'Cuộc hẹn cuối tuần', 'Thanh Lam cuộc hẹn cuối tuần', 'cuộc hẹn cuối tuần thanh lam']"
73,2,2096,5,Âm nhạc - Liều thuốc chữa lành tâm hồn trong đại dịch | CUỘC HẸN CUỐI TUẦN,Entertainment,2021-08-29T01:16:56Z,"['vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'chuyển động 24h', 'cuộc hện cuối tuần', 'CHCT', 'Âm nhạc liều thuốc chữa lành tâm hồn trong đại dịch', 'liều thuốc chữa lành tâm hồn', 'đại dịch', 'âm nhạc chữa lành tâm hồn']"
430,6,7928,66,"Rapper HoangBrown - ""Anh Da Nâu"" #MuzikDapDich | CUỘC HẸN CUỐI TUẦN",Entertainment,2021-08-28T15:12:52Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Rapper HoangBrown', 'Anh Da Nâu', 'MuzikDapDich', 'Cuộc hẹn cuối tuần', 'HoangBrown', 'anh da nâu rap cuộc hẹn cuối tuần', 'việt hoàng rap cuộc hẹn cuối tuần']"
98,8,6696,0,Combo thực phẩm giúp tối ưu hoá chương trình “đi chợ hộ” | VTV24,News & Politics,2021-08-28T14:30:07Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
107,5,7052,0,Tăng cường lực lượng quân đội cùng TP Hồ Chí Minh chống dịch | VTV24,News & Politics,2021-08-28T14:00:12Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Tăng cường lực lượng quân đội', 'cùng TP Hồ Chí Minh chống dịch', 'TP Hồ Chí Minh chống dịch', 'chống dịch cùng Tp hồ Chí Minh']"
175,20,23411,0,"Thủ tướng trực tiếp kiểm tra công tác chống dịch tại Đồng Nai, yêu cầu quan tâm tới giáo dục",News & Politics,2021-08-28T13:45:03Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Thủ tướng', 'kiểm tra công tác chống dịch', 'Đồng Nai', 'thủ tướng phạm minh chính', 'giáo dục']"
3082,96,209140,0,"Chủ tịch nước gửi thư chia buồn, động viên gia đình anh Vũ Quốc Cường | VTV24",News & Politics,2021-08-28T13:21:44Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Chủ tịch nước gửi thư chia buồn', 'động viên gia đình anh Vũ Quốc Cường', 'vũ quốc cường', 'chủ tịch nước gửi thư động viện anh Vũ quốc cường', 'chủ tịch nước nguyễn Xuân PHúc']"
4153,257,576596,0,Sức khỏe của cả thế giới hiện nay nằm trong tay người phụ nữ gốc Việt này | VTV24,News & Politics,2021-08-28T12:39:29Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Bài viết trên tờ Time', 'ca ngợi người phụ nữ gốc Việt điều phối COVAX', 'người phụ nữ gốc Việt điều phối COVAX', 'điều phối COVAX', 'Sức khỏe của cả thế giới', 'nắm trong tay người phụ nữ gốc Việt', 'người phụ nữ gốc Việt']"
256,14,34100,0,Hà Nội: Thêm nhiều ca dương tính tại Thanh Xuân Trung và Giáp Bát | VTV24,News & Politics,2021-08-28T12:36:45Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Hà Nội', 'Thanh Xuân Trung', 'Giáp Bát', 'Thêm nhiều ca dương tính', 'dịch COVID-19', 'COVID-19']"
208,8,19550,0,Hơn 100.000 tỷ đồng tại các tài khoản chứng khoán vẫn đang trực chờ tìm kiếm cơ hội | VTV24,News & Politics,2021-08-28T12:00:05Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
130,12,30217,0,Khẩn trương xét nghiệm PCR cho hơn 2.000 người tại quận Ba Đình | VTV24,News & Politics,2021-08-28T11:54:38Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Khẩn trương xét nghiệm PCR', 'xét nghiệm PCR cho hơn 2.000 người tại quận Ba Đình', 'xét nghiệm PCR', 'xét nghiệm tại quận Ba Đình', 'xét nghiệm ba đình']"
305,5,19873,0,Bài tập thở cho các F0 điều trị tại nhà | VTV24,News & Politics,2021-08-28T11:53:00Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Bài tập thở cho các F0 điều trị tại nhà', 'F0 điều trị tại nhà', 'F0 tập thở', 'tập thở', 'F0', 'bài tập thở cho F0']"
141,10,18610,0,Covid-19 “bào mòn” lợi nhuận doanh nghiệp niêm yết  | VTV24,News & Politics,2021-08-28T10:00:07Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
69,3,8103,0,Nỗ lực tìm kiếm thị trường cho trái thanh long | VTV24,News & Politics,2021-08-28T08:00:01Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
341,14,27991,0,Khám phá nơi ở của ĐT Việt Nam tại Saudi Arabia | VTV24,News & Politics,2021-08-28T07:40:25Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'thể thao', 'bóng đá', 'đội tuyển Việt Nam', 'Khám phá nơi ở của ĐT Việt Nam tại Saudi Arabia', 'Saudi Arabia', 'ả rập xê út', 'đội tuyển việt nam ở đâu', 'điều kiện ăn ở của ĐT Việt Nam']"
1835,84,203574,0,Hà Nội: Khởi tố đối tượng tấn công lực lượng tại chốt kiểm dịch| VTV24,News & Politics,2021-08-28T06:22:03Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
421,9,53871,0,Cuộc sống mới của những gia đình Afghanistan sau khi di tản | VTV24,News & Politics,2021-08-28T06:22:00Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
97,7,8014,0,Xe cứu thương không còi hú đưa người dân về cuộc sống bình thường | VTV24,News & Politics,2021-08-28T06:21:57Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
323,26,47781,0,Talk cuối tuần: Trò chuyện cùng lực lượng quân y làm nhiệm vụ tại TP. Hồ Chí Minh | VTV24,News & Politics,2021-08-28T06:21:55Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
213,6,15851,0,Thách thức học trực tuyến với học sinh lớp 1 | VTV24,News & Politics,2021-08-28T06:21:52Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
142,4,14199,0,Thuê robot để tháo gỡ tình trạng thiếu lao động tại các nhà máy nhỏ  | VTV24,News & Politics,2021-08-28T05:20:43Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
89,7,16925,0,Hà Nội sẽ có bệnh viện điều trị COVID-19 cho bệnh nhân nặng | VTV24,News & Politics,2021-08-27T15:00:16Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'bệnh viện điều trị bệnh nhân nặng', 'covid-19', 'hà nội', 'bệnh viện dã chiến']"
166,5,14472,8,KHI NHÀ CÓ F: PHẢI LÀM GÌ KHI NHÀ BỖNG CÓ F0? | VTV24,News & Politics,2021-08-27T14:25:04Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'KHI NHÀ CÓ F', 'PHẢI LÀM GÌ KHI NHÀ BỖNG CÓ F0', 'NHÀ BỖNG CÓ F0', 'Vùng xanh hy vọng', 'bạn khỏe mạnh Việt Nam khỏe mạnh']"
44,3,14125,0,TP Hồ Chí Minh triển khai xét nghiệm và tiêm vắc xin COVID-19 tại nhà | VTV24,News & Politics,2021-08-27T14:00:32Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'tp hồ chí minh', 'xét nghiệm covid-19', 'tiêm vắc xin', 'xét nghiệm tại nhà', 'xét nghiệm tại nhà covid']"
485,22,70885,0,Khởi tố cán bộ cấp trái phép hơn 1.700 hồ sơ xe luồng xanh | VTV24,News & Politics,2021-08-27T13:30:06Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'xe luồng xanh', 'cán bộ cấp nhãn xe luồng xanh', 'hơn 1.700 hồ sơ xe luồng xanh', 'tổng cục đường bộ']"
751,58,185141,0,TP Hồ Chí Minh vận động đưa người vô gia cư về trung tâm bảo trợ xã hội | VTV24,News & Politics,2021-08-27T12:54:53Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'người lang thang', 'vô gia cư', 'người vô gia cư', 'trung tâm bảo trợ xã hội']"
74,4,13137,0,Giới thiệu series video clip KHI NHÀ CÓ F | VTV24,News & Politics,2021-08-27T12:00:14Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'vùng xanh hy vọng']"
1178,59,149984,0,Gánh nặng tiền lãi ngân hàng mùa dịch vì mua nhà | VTV24,News & Politics,2021-08-27T08:09:09Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
109,6,14035,0,Bán cho DNXK thay vì thương lái- lối ra cho thanh long?  | VTV24,News & Politics,2021-08-27T06:58:04Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
175,4,18975,0,"Xu hướng kinh doanh ""đồ si"" ở Mỹ | VTV24",News & Politics,2021-08-27T06:56:07Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
642,24,50984,0,"Hoa Kỳ sẽ hỗ trợ Việt Nam phát triển kinh tế số, củng cố chuỗi cung ứng | VTV24",News & Politics,2021-08-27T06:50:08Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
101,5,16992,0,"Hà Nội phát hiện giấy đi đường của người mới ""8 tháng tuổi"" | VTV24",News & Politics,2021-08-27T06:00:16Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Hà Nội', 'giấy đi đường', 'giấy đi đường 8 tháng tuổi', 'phát hiện giấy đi đường 8 tháng tuổi']"
99,6,33354,0,"Sau 3 ngày TP Hồ Chí Minh test gần 1 triệu mẫu, khoảng 3,5% mẫu dương tính | VTV24",News & Politics,2021-08-27T05:45:00Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'TP Hồ Chí Minh', 'test gần 1 triệu mẫu', 'dương tính 3.5%', 'test 1 triệu mẫu sau 3 ngày', 'COVID-19', 'COVID-19 thành phố hồ chí minh']"
612,13,17393,0,"13 lính Mỹ chết ở sân bay Kabul, Tổng thống Biden tuyên bố đáp trả | VTV24",News & Politics,2021-08-27T05:27:47Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', '13 lính Mỹ chết ở sân bay Kabul', 'Biden', 'Kabul', 'mỹ', 'is', 'Afghanistan']"
403,28,77811,0,"Thế giới bắt tay nghiên cứu vắc xin cải tiến, đặc trị biến thể Delta | VTV24",News & Politics,2021-08-27T05:20:19Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'vắc xin cải tiến', 'đặc trị biến thể Delta', 'biến thể Delta', 'nghiên cứu vắc xin đặc trị biến thể Delta']"
303,21,56395,0,"Đưa 2.000 người dân ở nhà lụp xụp, ven kênh về nơi ở an toàn tránh dịch COVID-19 | VTV24",News & Politics,2021-08-27T05:12:32Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'đưa 2000 người dân ở nhà lụp xụp', 'nơi ở tránh dịch an toàn', 'tránh dịch an toàn', '2000 người dân']"
351,37,49215,0,"""Ai ở đâu ở đó""- cung ứng hàng có phải bài toán khó? | VTV24",News & Politics,2021-08-27T02:59:33Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
919,55,104893,0,"Gia tăng tình trạng nghèo đói bởi đại dịch, kể cả ở những quốc gia giàu có | VTV24",News & Politics,2021-08-27T01:23:05Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Gia tăng tình trạng nghèo đói bởi đại dịch', 'nghèo đói bởi đại dịch', 'nghèo đói', 'những quốc gia giàu có', 'quốc gia giàu có', 'đại dịch']"
346,16,18977,0,"""Sing for Life, Sing for Love - Hát để sẻ chia"" số 3: Thư gửi xa nhớ",Entertainment,2021-08-26T16:14:49Z,"['Sing for Life', 'Sing for Love', 'Hát để sẻ chia', 'quân AP', 'Đông Nhi', 'HOàng Yến CHibi']"
331,24,54539,0,Phát hiện giấy đi đường cấp cho trẻ 8 tháng tuổi | VTV24,News & Politics,2021-08-26T13:20:58Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
83,4,8778,0,Chỉ tổ chức dạy trực tuyến lớp 1 khi đảm bảo điều kiện| VTV24,News & Politics,2021-08-26T13:20:55Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
204,11,40500,0,"3,1 % mẫu xét nghiệm nhanh tại Tp Hồ Chí Minh cho kết quả dương tính | VTV24",News & Politics,2021-08-26T13:20:52Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
229,6,38825,0,Việt Nam tiếp nhận vắc xin Pfizer do Mỹ trao tặng| VTV24,News & Politics,2021-08-26T13:20:50Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
36,1,11303,0,Điều trị có kiểm soát các F0 tại nhà | VTV24,News & Politics,2021-08-26T13:20:47Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
109,7,27908,0,Mô hình văn phòng 'miễn dịch' COVID-19| VTV24,News & Politics,2021-08-26T13:20:45Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
69,6,10806,0,Đề nghị hỗ trợ khẩn cấp nơi ở cho người lang thang - giảm tiền nhà cho người thuê trọ | VTV24,News & Politics,2021-08-26T13:20:41Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
43,3,9838,0,Đu dây cứu người trong nước lũ - Nhiều tỉnh thành bắt đầu mưa giông | VTV24,News & Politics,2021-08-26T13:20:39Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
255,10,39703,0,Đội xe tăng Việt Nam nỗ lực tại ARMY GAMES 2021| VTV24,News & Politics,2021-08-26T13:20:37Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
144,6,27253,0,"Thiếu hụt linh kiện, phụ tùng, các hãng ô tô Nhật Bản cắt giảm sản xuất| VTV24",News & Politics,2021-08-26T11:30:07Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
230,7,27232,0,"Mỹ hướng đến kế hoạch chi 4,5 nghìn tỷ USD để kích thích kinh tế| VTV24",News & Politics,2021-08-26T10:30:05Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
110,3,14487,0,Doanh nghiệp Đức lo ngại trước áp lực từ làn sóng dịch mới| VTV24,News & Politics,2021-08-26T09:30:02Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
169,11,36725,0,Dự án treo liệu có hết treo? | VTV24,News & Politics,2021-08-26T08:30:04Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
48,10,8113,0,Tập trung cứu chữa nhiều thai phụ mắc COVID-19 | VTV24,News & Politics,2021-08-26T07:44:03Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
681,56,95490,0,WHO đưa ra hai kịch bản về COVID-19 trong tương lai | VTV24,News & Politics,2021-08-26T07:42:54Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
28,2,8927,0,Đưa vào hoạt động trung tâm chăm sóc trẻ sơ sinh có mẹ mắc COVID-19 | VTV24,News & Politics,2021-08-26T07:42:49Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
522,21,49109,0,Ca sĩ Orange với ca khúc lọt top BXH playlist toàn cầu EQUAL Global | VTV24,News & Politics,2021-08-26T07:42:47Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
874,32,64333,0,Cảnh báo tình trạng thanh thiếu niên sử dụng hung khí nguy hiểm| VTV24,News & Politics,2021-08-26T07:42:43Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
34,1,5676,0,Mỹ sử dụng các liệu pháp kháng thể để điều trị COVID-19| VTV24,News & Politics,2021-08-26T07:42:40Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
209,11,42403,0,Hiệu quả của vắc xin COVID-19 giảm dần sau khi tiêm 6 tháng | VTV24,News & Politics,2021-08-26T07:42:38Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
116,7,12221,0,Hỗ trợ cấp bách xây bệnh viện dã chiến điều trị COVID-19 | VTV24,News & Politics,2021-08-26T07:42:36Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
151,7,17067,0,Cảnh báo xuất hiện hợp đồng ''lạ'' khi mua bán căn hộ chung cư | VTV24,News & Politics,2021-08-26T07:30:08Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h']"
3464,459,616247,0,"Quan hệ Việt Nam - Hoa Kỳ ngày càng thực chất, hiệu quả, ổn định lâu dài | VTV24",News & Politics,2021-08-25T16:13:14Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'phó tổng thống mỹ đến thăm Việt Nam', 'Việt Nam hoa kỳ', 'phó tổng thống Mỹ', 'Việt Nam', 'quan hệ Việt Nam hoa kỳ', 'Phó Tổng thống Hoa Kỳ Kamala Harris']"
387,17,31098,0,Xu hướng bầu bạn với trợ lý ảo nở rộ tại Trung Quốc | VTV24,News & Politics,2021-08-25T15:00:03Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Xu hướng bầu bạn với trợ lý ảo nở rộ tại Trung Quốc', 'bầu bạn với trợ lý ảo nở rộ tại Trung Quốc', 'Trung Quốc', 'bầu bạn với trợ lý ảo', 'trợ lý ảo']"
91,12,11055,0,Ứng dụng robot tại bệnh viện dã chiến số 14 tại Tp. Hồ Chí Minh | VTV24,News & Politics,2021-08-25T14:00:10Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'robot tại bệnh viện', 'bệnh viện dã chiến số 14', 'Tp. Hồ Chí Minh', 'bệnh viện dã chiến', 'bệnh viện', 'robot']"
81,8,9283,0,"Mỗi phường xã là một '""pháo đài"" chống dịch COVID-19 | VTV24",News & Politics,2021-08-25T13:15:01Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'pháo đài', 'chống dịch', 'COVID-19', 'mỗi phường xã là một pháo đài chống dịch COVID-19']"
372,36,54246,0,Lỏng lẻo quản lý giấy đi đường | VTV24,News & Politics,2021-08-25T13:15:01Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Lỏng lẻo', 'quản lý giấy đi đường', 'giấy đi đường', 'Lỏng lẻo quản lý giấy đi đường']"
450,25,61855,0,Hà Nội đình chỉ 1 cán bộ liên quan vụ tiêm vắc xin thần tốc | VTV24,News & Politics,2021-08-25T12:35:21Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Hà Nội', 'đình chỉ 1 cán bộ liên quan vụ tiêm vắc xin thần tốc', 'tiêm vắc xin thần tốc', 'tiêm vắc xin COVID-19 thần tốc', 'tiêm thần tốc', 'vắc xin COVID-19']"
416,31,153777,0,"Hà Nội: Bắt giữ đối tượng tự lập công ty, tự đóng dấu đi trộm cắp ở 12 tòa chung cư | VTV24",News & Politics,2021-08-25T12:30:15Z,"['tin tức', 'vtv24', 'trung tâm tin tức vtv24', 'VTV Digital', 'tin tức vtv', 'thời sự vtv', 'thời sự vtv24', 'tin tức trong ngày', 'chuyển động 24h', 'Hà Nội', 'tự lập công ty', 'tự đóng dấu', 'trộm cắp', 'tự lập công ty đi trộm 12 tòa chung cư']"
