Likes,Dislikes,Views,Comments,Title,Category_id,Date,Tags
24,4,8495,0,Người Việt bốn phương - 27/08/2021 | VTV4,People & Blogs,2021-08-27T14:21:13Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
9,1,1884,0,Tình nguyện viên tham gia cấp cứu F0 - Chung tay phòng chống dịch Covid-19 | VTV4,People & Blogs,2021-08-27T12:00:30Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
5,1,1612,0,VTV News 15h - 27/08/2021 | VTV4,People & Blogs,2021-08-27T11:12:10Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
11,1,4613,0,Những câu chuyện trên đĩa | VTV4,People & Blogs,2021-08-27T10:50:26Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
50,3,2717,0,Sài Gòn khỏe nhé - Lời cổ vũ gửi từ Hà Nội | VTV4,People & Blogs,2021-08-27T10:28:20Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
35,2,12903,0,Bình Dương cứu sống nhiều bệnh nhân nhờ điều trị đúng hướng | VTV4,People & Blogs,2021-08-27T08:56:55Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
65,7,14806,0,Bản tin thời sự tiếng Việt 12h - 27/08/2021| VTV4,People & Blogs,2021-08-27T06:54:55Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
26,1,3612,0,Bánh trung thu đặc biệt trong mùa dịch | VTV4,People & Blogs,2021-08-27T04:00:18Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
35,2,2804,0,Chuyện nước của người Dao| VTV4,People & Blogs,2021-08-27T03:49:31Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
5,3,2420,0,VTV News 8h - 27/08/2021| VTV4,People & Blogs,2021-08-27T03:39:19Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
6,1,2680,0,Программы на русском языке - 26/08/2021| VTV4,People & Blogs,2021-08-27T02:55:20Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
5,3,1013,0,Le Journal - 27/08/2021| VTV4,People & Blogs,2021-08-27T02:55:09Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
102,14,12773,0,Thủ tướng Phạm Minh Chính kiểm tra chống dịch tại TPHCM | VTV4,People & Blogs,2021-08-27T02:54:10Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
20,1,3477,0,Bộ Y tế trả lời về tác dụng của thuốc Molnupiravir dùng cho F0 điều trị tại nhà | VTV4,People & Blogs,2021-08-26T16:45:00Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
13,0,2991,0,Tokyo thiết lập trạm Oxy công cộng | VTV4,People & Blogs,2021-08-26T16:00:25Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
80,19,49681,0,Bản tin thời sự tiếng Việt 21h - 26/08/2021 | VTV4,People & Blogs,2021-08-26T15:21:51Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
14,2,1334,1,Nỗ lực phục hồi chức năng cho bệnh nhân COVID-19 | VTV4,People & Blogs,2021-08-26T15:00:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
14,3,1676,0,今日越南 - 26/08/2021 | VTV4,People & Blogs,2021-08-26T14:36:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
24,3,1356,1,Miễn giảm tiền trọ cho công nhân khó khăn | VTV4,People & Blogs,2021-08-26T14:33:23Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
21,3,4465,0,Người Việt bốn phương - 26/08/2021 | VTV4,People & Blogs,2021-08-26T13:29:51Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
9,2,1702,0,VTV News 15h - 26/08/2021 | VTV4,People & Blogs,2021-08-26T10:33:13Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
21,2,4240,0,Mỹ đề cập đến việc hợp tác với Taliban | VTV4,People & Blogs,2021-08-26T09:02:37Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
46,2,9083,0,Romania tặng Việt Nam 300 nghìn liều vắc xin; Thêm 1 triệu liều vắc xin từ Mỹ | VTV4,People & Blogs,2021-08-26T08:01:35Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
35,5,8072,0,Army Games 2021 và những nỗ lực của đội tuyển xe tăng Việt Nam | VTV4,People & Blogs,2021-08-26T07:10:35Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
46,8,21506,1,Bản tin thời sự tiếng Việt - 26/08/2021| VTV4,People & Blogs,2021-08-26T06:20:01Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
70,7,18902,0,Làm thay việc nhà cho những gia đình cả nhà cách ly y tế | VTV4,People & Blogs,2021-08-26T06:01:04Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
34,4,10246,0,Phát huy nguồn lực người Việt Nam ở nước ngoài trong tình hình mới | VTV4,People & Blogs,2021-08-26T05:09:16Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
22,5,1696,0,VTV News 8h - 26/08/2021| VTV4,People & Blogs,2021-08-26T02:57:06Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
3,0,1662,0,Le Journal - 26/08/2021| VTV4,People & Blogs,2021-08-26T01:04:12Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
6,2,2581,0,Программы на русском языке - 25/08/2021| VTV4,People & Blogs,2021-08-26T01:01:25Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
121,39,44234,11,Bản tin thời sự tiếng Việt 21h - 25/08/2021| VTV4,People & Blogs,2021-08-25T15:21:23Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
31,7,4192,2,今日越南 - 25/08/2021| VTV4,People & Blogs,2021-08-25T14:24:42Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
22,5,6555,0,Người Việt bốn phương - 25/08/2021| VTV4,People & Blogs,2021-08-25T13:28:47Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
88,4,8497,3,"Đại tướng Võ Nguyên Giáp - Đại tướng của hòa bình, đại tướng của nhân dân| VTV4",People & Blogs,2021-08-25T13:00:21Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'đại tướng', 'đại tướng võ nguyên giáp', 'võ nguyên giáp', 'tướng giáp', 'điện biên phủ', 'đám tang võ nguyên giáp', 'general giap']"
17,2,2959,4,Nhà trọ đặc biệt cho bệnh nhân ung thư tại Hà Nội| VTV4,People & Blogs,2021-08-25T10:33:44Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'ung thư', 'covid', 'coronavirus', 'bệnh nhân ung thư', 'chữa bệnh ung thư']"
187,8,20011,9,Tỷ phú gốc Việt Andre Đặng Văn Nha và 3 quyết định bước ngoặt trong sự nghiệp làm giàu|VTV4,People & Blogs,2021-08-25T09:39:45Z,
21,4,4075,4,VTV News 15h - 25/08/2021| VTV4,People & Blogs,2021-08-25T09:25:36Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
169,15,17300,39,Bộ đội đi chợ mua đồ giúp người dân| VTV4,People & Blogs,2021-08-25T06:29:13Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'bộ đội', 'giãn cách', 'ai ở đâu ở yên đấy', 'bộ đội đi chợ']"
104,21,58107,2,Bản tin thời sự tiếng Việt 12h - 25/08/2021 | VTV4,People & Blogs,2021-08-25T06:16:42Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
2647,287,511789,157,"Phó Tổng thống Hoa Kỳ thăm Việt Nam, ủng hộ một nước Việt Nam mạnh, độc lập và thịnh vượng| VTV4",People & Blogs,2021-08-25T06:11:05Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'Kamala Harris', 'phó tổng thống mỹ thăm việt nam', 'tổng thống mỹ', 'hoa kỳ', 'tổng thống mỹ thăm việt nam']"
5,1,1664,0,Le Journal - 25/08/2021 | VTV4,People & Blogs,2021-08-25T04:20:04Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
17,2,7159,0,VTV News 8h - 25/08/2021 | VTV4,People & Blogs,2021-08-25T02:46:26Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
2,1,419,0,Программы на русском языке - 24/08/2021 | VTV4,People & Blogs,2021-08-25T02:43:40Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
101,19,7099,26,Nhận diện những luận điệu xuyên tạc về vắc-xin Covid-19| VTV4,People & Blogs,2021-08-25T02:00:08Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'vaccine', 'vaccine covid', 'vắc xin', 'vac xin', 'miễn dịch cộng đồng']"
16,7,1675,1,今日越南 - 24/08/2021| VTV4,People & Blogs,2021-08-24T13:31:05Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
32,4,3699,1,Ý kiến kiều bào về kết luận của Bộ Chính trị về công tác người Việt Nam ở nước ngoài | VTV4,People & Blogs,2021-08-24T12:30:18Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
45,4,9482,3,Người Việt bốn phương - 23/08/2021| VTV4,People & Blogs,2021-08-24T11:46:29Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
16,4,1932,0,VTV News 15h - 24/08/2021| VTV4,People & Blogs,2021-08-24T10:34:47Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
177,20,63068,2,Việt Nam tham gia tranh tài tại Hội thao Quân sự quốc tế Army Games 2021 tại Liên bang Nga | VTV4,People & Blogs,2021-08-24T10:14:58Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
456,28,56221,86,Cuba cung cấp 10 triệu liều vắc xin cho Việt Nam | VTV4,People & Blogs,2021-08-24T09:07:35Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
54,8,14108,0,Bản tin thời sự tiếng Việt 12h - 24/08/2021 | VTV4,People & Blogs,2021-08-24T07:05:14Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
18,3,2537,0,VTV News 8h - 24/08/2021 | VTV4,People & Blogs,2021-08-24T06:10:32Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
20,3,4464,0,Việt Nam và Hàn Quốc thúc đẩy đảm bảo an sinh xã hội cho người lao động  | VTV4,People & Blogs,2021-08-24T02:50:02Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
11,1,2629,0,Le Journal - 24/08/2021 | VTV4,People & Blogs,2021-08-24T02:01:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
7,1,1977,0,Программы на русском языке - 23/08/2021 | VTV4,People & Blogs,2021-08-24T01:56:48Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
37,2,3708,3,Những chiếc bánh yêu thương trong mùa dịch | VTV4,People & Blogs,2021-08-23T16:00:04Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'phòng chống covid', 'Cần Thơ', 'Bánh mì Sài Gòn', 'tấm lòng', 'câu chuyện', 'tin tức', 'thời sự', 'xã hội', 'đời sống']"
35,12,8638,0,Bản tin thời sự tiếng Việt 21h - 23/04/2021| VTV4,People & Blogs,2021-08-23T15:23:20Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
165,17,46301,5,Lực lượng quân y tiếp sức TP. Hồ Chí Minh chống dịch | VTV4,People & Blogs,2021-08-23T15:00:00Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'phòng chống dịch covid', 'quân y', 'quân đội', 'tp Hồ Chí Minh', 'tin tức', 'thời sự']"
20,4,3818,0,今日越南 - 23/08/2021| VTV4,People & Blogs,2021-08-23T14:21:29Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
16,3,2131,0,Trạm y tế lưu động – Giải pháp tiếp cận hỗ trợ F0 tại nhà | VTV4,People & Blogs,2021-08-23T14:00:01Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'sức khỏe', 'y tế', 'Trạm y tế lưu động', 'tp Hồ Chí Minh', 'tin tức', 'thời sự']"
16,3,9613,0,Tp. Hồ Chí Minh quy định nhóm đối tượng được ra đường từ 23/8 | VTV4,People & Blogs,2021-08-23T13:30:11Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'sức khỏe', 'tp Hồ Chí Minh', 'nhóm đối tượng được ra đường', 'tin tức', 'thời sự', 'phòng chống dịch covid']"
28,8,17337,0,Người Việt bốn phương - 23/08/2021| VTV4,People & Blogs,2021-08-23T13:00:37Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
76,3,15343,5,Chia sẻ của một F0 tự điều trị tại nhà | VTV4,People & Blogs,2021-08-23T13:00:31Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'phòng chống dịch covid', 'điều trị covid tại nhà', 'điều trị F0', 'tin tức', 'thời sự', 'sức khỏe', 'y tế']"
270,12,55338,6,Cuộc sống tại Kabul một tuần sau khi lực lượng Taliban kiểm soát | VTV4,People & Blogs,2021-08-23T12:00:05Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'tin tức', 'thời sự', 'tin quốc tế', 'thế giới', 'Taliban', 'Kabul', 'Afghanistan', 'cuộc sống']"
146,27,30993,4,Những chuyến bay đưa thực phẩm vào TP. Hồ Chí Minh | VTV4,People & Blogs,2021-08-23T11:00:09Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid-19', 'tp Hồ Chí Minh', 'Hà Nội', 'giãn cách xã hội', 'chuyến bay quân sự', 'đưa thực phẩm', 'tin tức', 'thời sự']"
21,12,7070,0,VTV News 15h - 23/08/2021| VTV4,People & Blogs,2021-08-23T10:00:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
34,7,13396,1,Ăn… giun sống để chữa Covid-19? | VTV4,People & Blogs,2021-08-23T10:00:07Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'điều trị covid-19 tại nhà', 'địa long', 'gừng', 'tỏi', 'giun sống', 'chữa covid', 'phòng chống dịch covid', 'tin giả', 'tin tức', 'sức khỏe', 'y tế', 'khuyến cáo', 'thời sự']"
179,55,22100,37,Phimmoi.net và chữ Z “bất diệt” | VTV4,People & Blogs,2021-08-23T09:00:24Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'phimmoi', 'phim lậu', 'vi phạm bản quyền', 'luật bản quyền', 'pháp luật', 'bản quyền', 'xã hội', 'thời sự', 'website', 'internet']"
80,9,10276,3,TP. HCM tập trung giảm mạnh các ca tử vong trong thời gian tới | VTV4,People & Blogs,2021-08-23T08:00:32Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'tp Hồ Chí Minh', 'y tế', 'sức khỏe', 'phòng chống dịch covid', 'thời sự', 'tin tức', 'mục tiêu', 'kiểm soát dịch bệnh']"
2,1,635,0,Sơ tán an toàn vượt qua “thảm họa kép” thiên tai và Covid-19 | VTV4,People & Blogs,2021-08-23T07:15:00Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'Covid', 'covid19', 'thiên tai', 'sơ tán', 'an toàn', 'người dân', 'vùng cao', 'miền núi', 'thảm họa kép', 'Tổng cục Phòng chống thiên tai', 'sức khỏe', 'phòng chống dịch Covid', 'tin tức', 'thời sự']"
37,8,6730,0,Bản tin thời sự tiếng Việt 12h - 23/08/2021 | VTV4,People & Blogs,2021-08-23T07:00:08Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
6,1,2900,0,Tổ tư vấn sức khỏe cộng đồng mùa dịch của những bác sĩ đã về hưu | VTV4,People & Blogs,2021-08-23T06:30:31Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', 'covid', 'covid19', 'Bà Rịa - Vũng Tàu', 'sức khỏe', 'y tế', 'tư vấn', 'Tổ tư vấn sức khỏe cộng đồng', 'bác sĩ về hưu', 'phòng khám tư nhân', 'xã hội', 'tin tức', 'thời sự']"
31,2,2403,0,Tp. Hồ Chí Minh thân thương qua góc nhìn của người hoạ sĩ Philippines | VTV4,People & Blogs,2021-08-23T05:39:46Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam', '100 góc phố Sài Gòn', 'tp Hồ Chí Minh', 'Daniel Tingcungco', 'Philippines', 'họa sĩ', 'nghệ thuật', 'Covid', 'đời sống', 'văn hóa']"
8,1,2137,0,Làng lụa Mã Châu | VTV4,People & Blogs,2021-08-23T05:12:50Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
237,39,74474,7,Ở nơi giành lại sự sống | VTV4,People & Blogs,2021-08-23T03:52:06Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
27,1,5057,0,Nghệ thuật cảnh quan đầy mê hoặc của Cao Perrot | VTV4,People & Blogs,2021-08-23T03:07:24Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
40,6,18143,0,VTV News 8h - 23/08/2021 | VTV4,People & Blogs,2021-08-23T01:57:31Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
7,2,1159,0,BUSINESSES RESPOND TO PANDEMIC CHALLENGES WITH NEW OPPORTUNITIES | VTV4,People & Blogs,2021-08-23T01:54:26Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
228,15,27793,38,Trắng đêm chuyển oxy miễn phí cho các F0 ở TPHCM | VTV4,People & Blogs,2021-08-22T15:08:39Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
51,7,14731,0,Bản tin thời sự tiếng Việt 21h - 22/08/2021| VTV4,People & Blogs,2021-08-22T15:06:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
30,1,2065,0,Những người Nhật yêu cồng chiêng Tây Nguyên | VTV4,People & Blogs,2021-08-22T11:00:07Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
400,31,99770,13,Hải quân Việt Nam lần đầu tiên tham dự Army Games 2021 | VTV4,People & Blogs,2021-08-22T10:00:31Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
10,1,1598,0,Hà Nội rút gọn thủ tục hỗ trợ lao động tự do ngoại tỉnh | VTV4,People & Blogs,2021-08-22T09:30:05Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
15,1,3067,3,Trạm y tế lưu động chữa bệnh kịp thời từ cơ sở | VTV4,People & Blogs,2021-08-22T09:00:09Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
31,1,6633,2,Hơn 300 bệnh nhân Covid-19 tại bệnh viện 5D xuất viện | VTV4,People & Blogs,2021-08-22T08:30:02Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
135,13,23613,18,1500 sinh viên vào TP. HCM chống dịch | VTV4,People & Blogs,2021-08-22T08:01:51Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
53,22,33294,0,Bản tin thời sự tiếng Việt 12h - 22/08/2021| VTV4,People & Blogs,2021-08-22T05:55:24Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
2838,1397,398759,103,Lợi dụng báo chí cộng đồng để chống phá Việt Nam | VTV4,People & Blogs,2021-08-22T03:48:04Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
17,3,2455,0,Le Journal - 22/08/2021| VTV4,People & Blogs,2021-08-22T02:43:54Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
5,2,911,0,Программы на русском языке - 21/08/2021| VTV4,People & Blogs,2021-08-22T02:15:05Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
13,2,4290,0,VTV News 15h - 21/08/2021| VTV4,People & Blogs,2021-08-21T18:00:15Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
69,25,34998,1,Bản tin thời sự tiếng Việt 21h - 21/08/2021| VTV4,People & Blogs,2021-08-21T15:33:17Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
18,4,2830,0,今日越南 - 21/08/2021| VTV4,People & Blogs,2021-08-21T15:32:40Z,"['vietnam', 'vtv', 'vtv4', 'travel', 'Việt Nam']"
